,Stage1.Output.Measurement9.U.Actual
11117,18.77
11118,18.76
11119,18.76
11120,18.76
11121,18.76
11122,18.88
11123,18.88
11124,18.85
11125,18.85
11126,18.89
11127,18.89
11128,18.83
11129,18.93
11130,18.93
11131,18.88
11132,18.88
11133,18.9
11134,18.9
11135,18.8
11136,18.8
11137,18.78
11138,18.78
11139,18.9
11140,18.9
11141,18.92
11142,18.92
11143,18.88
11144,18.88
11145,18.85
11146,18.85
11147,18.9
11148,18.93834307
11149,18.9
11150,18.77
11151,18.77
11152,18.85560275
11153,18.93
11154,18.93
11155,18.96
11156,18.96
11157,18.94
11158,18.94
11159,18.85
11160,18.87146059
11161,18.95
11162,18.95
11163,18.73
11164,18.85
11165,18.85
11166,18.91
11167,18.91
11168,18.82
11169,18.82
11170,19.01
11171,19.01
11172,18.87
11173,18.87
11174,19.0
11175,18.91
11176,18.81
11177,18.81
11178,18.95
11179,18.95
11180,18.97
11181,18.88
11182,18.88
11183,18.99
11184,18.99
11185,18.82
11186,18.82
11187,18.82
11188,18.82
11189,19.0
11190,18.9
11191,18.9
11192,18.9
11193,18.9
11194,18.88
11195,18.88
11196,18.88
11197,18.92
11198,18.86
11199,18.86
11200,18.81
11201,18.81
11202,18.84
11203,18.84
11204,18.96
11205,18.75
11206,18.75
11207,19.04
11208,19.04
11209,19.0
11210,19.0
11211,18.83
11212,18.93
11213,18.93
11214,18.94
11215,18.94
11216,18.91
11217,18.91
11218,18.98
11219,18.83
11220,18.83
11221,18.82
11222,18.82
11223,19.01
11224,19.01
11225,18.99
11226,18.99
11227,18.91
11228,18.91
11229,18.93
11230,18.93
11231,18.87
11232,18.87
11233,18.99
11234,18.97
11235,18.97
11236,18.9
11237,18.9
11238,19.07
11239,19.07
11240,18.91
11241,19.0
11242,19.0
11243,18.92
11244,18.92
11245,18.9
11246,19.01
11247,19.01
11248,19.01
11249,19.03
11250,18.91
11251,18.91
11252,18.98
11253,18.98
11254,19.02
11255,19.03
11256,19.03
11257,19.04
11258,19.04
11259,19.01
11260,19.14
11261,19.14
11262,18.95
11263,18.95
11264,18.89
11265,18.89
11266,19.02
11267,19.2
11268,19.2
11269,18.9
11270,18.9
11271,18.9
11272,19.23
11273,19.23
11274,18.88
11275,18.79105351
11276,18.88
11277,18.95
11278,18.95
11279,18.98
11280,18.98
11281,18.89
11282,18.89
11283,19.02
11284,19.02
11285,19.02
11286,19.06
11287,18.97
11288,18.97
11289,18.94
11290,18.94
11291,19.06
11292,18.92
11293,18.92
11294,19.12
11295,19.12
11296,18.98
11297,18.98
11298,19.09
11299,19.09
11300,19.03
11301,19.03
11302,19.16
11303,19.16
11304,19.02
11305,18.92
11306,18.92
11307,19.01
11308,19.01
11309,18.94
11310,18.94
11311,18.92
11312,18.98
11313,18.98
11314,19.08
11315,19.08
11316,19.05
11317,19.05
11318,19.11
11319,19.04
11320,19.04
11321,19.03
11322,19.03
11323,18.91
11324,18.91
11325,18.97
11326,19.11
11327,19.04
11328,18.98
11329,18.98
11330,19.06
11331,19.06
11332,18.88
11333,18.88
11334,19.02
11335,18.96
11336,18.96
11337,18.98
11338,18.98
11339,18.89
11340,19.11
11341,19.11
11342,18.9
11343,18.9
11344,18.91
11345,19.01
11346,19.01
11347,18.94
11348,18.94
11349,18.91
11350,18.91
11351,18.86
11352,18.86
11353,19.01
11354,19.07
11355,19.07
11356,19.0
11357,19.0
11358,18.88
11359,18.86
11360,18.86
11361,18.96
11362,18.96
11363,19.03
11364,19.03
11365,18.89
11366,18.89
11367,18.91
11368,18.97
11369,18.97
11370,18.96
11371,18.96
11372,18.97
11373,19.06
11374,19.06
11375,19.06
11376,18.9
11377,18.9
11378,18.89
11379,18.94
11380,18.94
11381,18.98
11382,18.98
11383,18.97
11384,18.93
11385,18.93
11386,18.95
11387,18.95
11388,18.91
11389,18.91
11390,18.92
11391,18.92
11392,19.02
11393,19.02
11394,18.87
11395,18.93
11396,18.93
11397,18.95
11398,18.95
11399,19.07
11400,18.83
11401,18.83
11402,19.04
11403,19.04
11404,18.97
11405,18.97
11406,18.97
11407,18.97
11408,18.99
11409,18.99
11410,18.89
11411,18.89
11412,18.91
11413,19.02
11414,19.02
11415,18.84
11416,18.84
11417,18.89
11418,18.93
11419,18.93
11420,18.93
11421,18.84
11422,18.84
11423,18.89
11424,19.02
11425,19.02
11426,18.98
11427,18.98
11428,19.01
11429,19.01
11430,19.01
11431,19.01
11432,19.04
11433,18.92
11434,18.92
11435,18.94
11436,18.94
11437,18.98
11438,18.89
11439,18.89
11440,18.89
11441,18.83
11442,18.96
11443,18.96
11444,18.94
11445,18.94
11446,18.88
11447,18.88
11448,18.98
11449,18.98
11450,19.04
11451,19.01
11452,19.01
11453,19.01
11454,18.93
11455,18.97
11456,18.97
11457,19.03
11458,19.03
11459,18.99
11460,18.99
11461,19.02
11462,19.02
11463,18.89
11464,19.02
11465,19.02
11466,19.08
11467,19.08
11468,18.96
11469,18.96
11470,18.92
11471,18.92
11472,19.0
11473,19.04
11474,19.04
11475,18.93
11476,18.93
11477,18.9
11478,18.9
11479,18.97
11480,18.96
11481,18.96
11482,19.09
11483,19.09
11484,18.94
11485,18.83
11486,18.83
11487,18.87
11488,18.87
11489,18.91
11490,18.97
11491,18.97
11492,18.88
11493,18.88
11494,18.89
11495,19.02
11496,19.02
11497,19.1
11498,19.1
11499,18.94
11500,18.98
11501,18.98
11502,18.92
11503,18.92
11504,18.97
11505,18.97
11506,19.03
11507,19.03
11508,18.81
11509,18.91
11510,18.91
11511,18.88
11512,18.88
11513,18.99
11514,18.87
11515,18.87
11516,18.96
11517,18.96
11518,18.85
11519,18.95
11520,18.95
11521,18.92
11522,18.92
11523,18.95
11524,18.95
11525,18.95
11526,18.94
11527,18.94
11528,19.0
11529,19.0
11530,18.96
11531,18.96
11532,18.99
11533,18.99
11534,19.06
11535,19.13
11536,19.13
11537,19.01
11538,19.05
11539,19.05
11540,19.06
11541,19.06
11542,19.09
11543,18.84
11544,18.84
11545,18.89
11546,18.89
11547,19.01
11548,19.01
11549,19.18
11550,19.18
11551,18.85
11552,18.85
11553,18.99
11554,18.99
11555,18.93
11556,18.93
11557,19.04
11558,19.04
11559,19.1
11560,18.93
11561,18.93
11562,18.85
11563,18.85
11564,19.07
11565,18.98
11566,18.98
11567,18.96
11568,18.96
11569,18.99
11570,18.95
11571,18.95
11572,18.86
11573,18.86
11574,18.86
11575,18.99
11576,19.04
11577,19.04
11578,18.91
11579,19.05
11580,19.05
11581,19.0
11582,19.0
11583,18.85
11584,18.85
11585,18.91
11586,18.91
11587,18.93
11588,18.93
11589,18.93
11590,18.93
11591,19.02
11592,18.92
11593,18.92
11594,18.93
11595,18.93
11596,18.92
11597,19.06
11598,19.06
11599,18.84
11600,18.84
11601,18.98
11602,18.98
11603,19.02
11604,19.02
11605,18.9
11606,18.83
11607,18.83
11608,19.12
11609,19.12
11610,18.97
11611,18.97
11612,18.91
11613,18.99
11614,18.99
11615,19.02
11616,19.02
11617,18.94
11618,18.94
11619,19.05
11620,19.05
11621,18.93
11622,18.95
11623,18.95
11624,19.15
11625,19.15
11626,18.94
11627,18.92
11628,18.92
11629,19.06
11630,19.06
11631,18.91
11632,18.91
11633,18.91
11634,19.01
11635,19.01
11636,18.95
11637,18.95
11638,19.07
11639,19.07
11640,18.93
11641,18.93
11642,18.93
11643,18.93
11644,18.9
11645,18.99
11646,18.99
11647,18.94
11648,18.94
11649,18.95
11650,19.0
11651,19.0
11652,19.0
11653,18.87
11654,18.86
11655,18.86
11656,19.0
11657,19.0
11658,19.11
11659,19.09
11660,19.09
11661,18.96
11662,18.96
11663,18.97
11664,18.97
11665,19.01
11666,18.89
11667,18.89
11668,19.27
11669,19.27
11670,18.9
11671,18.9
11672,18.97
11673,18.95
11674,18.95
11675,18.86
11676,18.86
11677,19.11
11678,19.0
11679,19.0
11680,18.94
11681,18.94
11682,19.02
11683,19.02
11684,18.94
11685,18.94
11686,18.91
11687,18.91
11688,19.09
11689,19.09
11690,18.84
11691,18.86
11692,18.86
11693,18.86
11694,18.93
11695,19.03
11696,19.03
11697,18.87
11698,18.87
11699,18.97
11700,18.97
11701,19.06
11702,19.06
11703,18.87
11704,18.84
11705,18.84
11706,18.97
11707,18.97
11708,19.11
11709,18.83
11710,18.83
11711,18.98
11712,18.98
11713,18.94
11714,19.02
11715,19.02
11716,19.16
11717,19.16
11718,18.99
11719,18.99
11720,19.03
11721,19.01
11722,19.01
11723,19.11
11724,19.11
11725,19.09
11726,19.18
11727,19.18
11728,19.04
11729,19.04
11730,19.19
11731,19.19
11732,19.06
11733,19.06
11734,19.07
11735,19.07
11736,19.03
11737,19.03
11738,19.0
11739,19.0
11740,19.09
11741,18.97
11742,18.97
11743,18.94
11744,18.94
11745,18.94
11746,18.94
11747,18.93
11748,18.93
11749,18.93
11750,19.08
11751,19.08
11752,19.11
11753,19.11
11754,19.18
11755,19.06
11756,19.06
11757,18.97
11758,18.97
11759,18.94
11760,18.91
11761,18.91
11762,19.11
11763,19.11
11764,18.94
11765,18.94
11766,19.01
11767,19.01
11768,18.91
11769,18.95
11770,18.95
11771,19.06
11772,19.06
11773,19.02
11774,19.07
11775,19.07
11776,19.11
11777,19.11
11778,18.98
11779,19.02
11780,19.02
11781,18.91
11782,18.91
11783,19.06
11784,19.06
11785,19.06
11786,18.98
11787,19.0
11788,19.0
11789,19.09
11790,19.09
11791,19.02
11792,18.97
11793,18.97
11794,19.08
11795,19.08
11796,18.94
11797,19.01
11798,19.01
11799,18.92
11800,18.92
11801,19.09
11802,19.09
11803,18.99
11804,18.99
11805,19.16
11806,18.97
11807,18.97
11808,18.97
11809,18.97
11810,18.97
11811,18.97
11812,18.95
11813,18.95
11814,19.12
11815,19.12
11816,19.0
11817,19.04
11818,19.04
11819,19.06
11820,19.06
11821,19.05
11822,19.13
11823,19.13
11824,19.35
11825,19.07
11826,19.07
11827,19.22
11828,19.22
11829,19.22
11830,19.22523985
11831,19.22
11832,19.2
11833,19.2
11834,19.2
11835,19.2
11836,19.1
11837,19.02
11838,19.02
11839,19.11
11840,19.11
11841,19.09
11842,19.09
11843,19.25
11844,19.25
11845,19.25
11846,19.2
11847,19.2
11848,19.18
11849,19.18
11850,19.17
11851,19.17
11852,19.43
11853,19.43
11854,19.43
11855,19.18
11856,19.18
11857,19.26
11858,19.29971221
11859,19.26
11860,19.14
11861,19.09231876
11862,19.14
11863,19.24
11864,19.24
11865,19.53
11866,19.53
11867,19.41
11868,19.41
11869,19.41
11870,19.28
11871,19.28
11872,19.28
11873,19.54
11874,19.54
11875,19.25
11876,19.25
11877,19.46
11878,19.46
11879,19.46
11880,19.32
11881,19.32
11882,19.25
11883,19.25
11884,19.22
11885,19.22
11886,19.22
11887,19.18
11888,19.18
11889,19.46
11890,19.46
11891,19.32
11892,19.32
11893,19.15
11894,19.15
11895,19.37
11896,19.37
11897,19.42
11898,19.42
11899,19.3
11900,19.3
11901,19.3
11902,19.2
11903,19.2
11904,19.28
11905,19.28
11906,19.65
11907,19.65
11908,19.65
11909,19.26
11910,19.26
11911,19.49
11912,19.49
11913,19.24
11914,19.24
11915,19.35
11916,19.35
11917,19.35
11918,19.62
11919,19.62
11920,19.48
11921,19.48
11922,19.44
11923,19.44
11924,19.5
11925,19.5
11926,19.47
11927,19.47
11928,19.47
11929,19.41
11930,19.41
11931,19.43
11932,19.43
11933,19.43
11934,19.15
11935,19.15
11936,19.32
11937,19.43
11938,19.43
11939,19.2
11940,19.2
11941,19.2
11942,19.23
11943,19.23
11944,19.37
11945,19.37
11946,19.59
11947,19.59
11948,19.31
11949,19.31
11950,19.18
11951,19.18
11952,19.44
11953,19.44
11954,19.47
11955,19.47
11956,19.53
11957,19.53
11958,19.26
11959,19.26
11960,19.26
11961,19.33
11962,19.33
11963,19.17
11964,19.17
11965,19.37
11966,19.37
11967,19.1
11968,19.1
11969,19.27
11970,19.09
11971,19.09
11972,19.02
11973,19.02
11974,18.93
11975,18.93
11976,18.93
11977,18.99
11978,19.11
11979,19.11
11980,19.08
11981,19.08
11982,19.09
11983,18.87
11984,18.87
11985,18.99
11986,18.99
11987,19.05
11988,19.07
11989,19.07
11990,19.05
11991,19.05
11992,18.93
11993,18.93
11994,18.98
11995,18.98
11996,18.92
11997,18.92
11998,18.94
11999,18.94
12000,18.94
12001,19.14
12002,18.97
12003,18.97
12004,18.97
12005,19.01
12006,18.85
12007,18.85
12008,18.92
12009,18.92
12010,18.94
12011,18.94
12012,19.07
12013,19.07
12014,18.82
12015,18.82
12016,18.87
12017,18.87
12018,18.78
12019,18.78
12020,19.0
12021,19.0
12022,18.99
12023,18.99
12024,18.84
12025,18.99
12026,18.99
12027,18.99
12028,18.98
12029,18.98
12030,18.86
12031,18.86
12032,18.82
12033,18.87
12034,18.87
12035,18.87
12036,19.01
12037,19.01
12038,19.02
12039,18.74
12040,18.74
12041,18.99
12042,18.99
12043,18.89
12044,18.81
12045,18.81
12046,19.0
12047,19.0
12048,18.89
12049,18.89
12050,19.02
12051,19.02
12052,18.91
12053,18.91
12054,18.76
12055,18.76
12056,18.83
12057,18.83
12058,18.83
12059,18.75
12060,18.84
12061,18.84
12062,19.0
12063,19.0
12064,18.94
12065,18.88
12066,18.88
12067,18.84
12068,18.84
12069,18.92
12070,18.84
12071,18.84
12072,18.89
12073,18.89
12074,18.77
12075,18.77
12076,18.94
12077,18.94
12078,18.76
12079,18.76
12080,18.76
12081,18.72
12082,18.72
12083,18.81
12084,18.81
12085,18.82
12086,18.82
12087,18.87
12088,18.87
12089,18.79
12090,18.79
12091,18.78
12092,18.82
12093,18.82
12094,18.9
12095,18.9
12096,18.89
12097,18.89
12098,18.73
12099,18.73
12100,18.73
12101,18.74
12102,18.74
12103,18.89
12104,18.89
12105,18.92
12106,18.85
12107,18.85
12108,18.81
12109,18.81
12110,18.81
12111,18.93
12112,18.93
12113,18.81
12114,18.87
12115,18.87
12116,18.95
12117,18.95
12118,18.87
12119,18.94
12120,18.94
12121,18.87
12122,18.87
12123,18.84
12124,18.84
12125,18.93
12126,18.93
12127,18.84
12128,18.84
12129,18.8
12130,18.8
12131,18.96
12132,18.81
12133,18.81
12134,18.77
12135,18.77
12136,18.83
12137,18.79
12138,18.79
12139,18.9
12140,18.9
12141,18.84
12142,18.79
12143,18.79
12144,18.76
12145,18.76
12146,18.88
12147,18.88
12148,18.82
12149,18.82
12150,18.85
12151,18.91
12152,18.91
12153,18.84
12154,18.84
12155,18.84
12156,18.83
12157,18.83
12158,18.93
12159,18.98
12160,18.98
12161,19.01
12162,19.01
12163,18.94
12164,18.94
12165,18.93
12166,18.93
12167,18.86
12168,18.85
12169,18.85
12170,18.84
12171,18.84
12172,18.93
12173,18.93
12174,18.93
12175,18.92
12176,18.78
12177,18.78
12178,18.79
12179,18.79
12180,18.75
12181,18.75
12182,18.8
12183,18.8
12184,18.93
12185,18.93
12186,18.96
12187,18.93
12188,18.93
12189,18.9
12190,18.9
12191,18.8
12192,18.8
12193,18.8
12194,18.78
12195,18.78
12196,18.82
12197,18.8
12198,18.8
12199,18.78
12200,18.78
12201,18.88
12202,18.81
12203,18.81
12204,18.81
12205,18.9
12206,18.97
12207,18.97
12208,18.86
12209,18.86
12210,18.87
12211,18.87
12212,18.9
12213,18.9
12214,18.87
12215,18.89
12216,18.89
12217,18.91
12218,18.91
12219,18.84
12220,18.88
12221,18.88
12222,18.75
12223,18.75
12224,18.93
12225,18.93
12226,18.82
12227,18.82
12228,18.9
12229,18.83
12230,18.83
12231,18.78
12232,18.78
12233,18.82
12234,18.88
12235,18.88
12236,18.88
12237,19.0
12238,19.0
12239,18.93
12240,18.93
12241,18.86
12242,18.86
12243,18.83
12244,18.83
12245,18.87
12246,18.87
12247,18.85
12248,18.85
12249,18.77
12250,18.77
12251,18.9
12252,18.74
12253,18.74
12254,18.86
12255,18.86
12256,18.8
12257,18.84
12258,18.84
12259,18.88
12260,18.88
12261,18.88
12262,18.88
12263,18.81
12264,18.81
12265,18.77
12266,18.82
12267,18.82
12268,18.81
12269,18.81
12270,18.79
12271,18.79
12272,18.8
12273,18.8
12274,18.77
12275,18.92
12276,18.92
12277,18.92
12278,18.8
12279,18.92
12280,18.92
12281,18.92
12282,18.87
12283,18.88
12284,18.88
12285,18.83
12286,18.83
12287,18.85
12288,18.85
12289,18.83
12290,18.89
12291,18.89
12292,18.73
12293,18.73
12294,18.8
12295,18.9
12296,18.9
12297,18.84
12298,18.84
12299,18.91
12300,18.91
12301,18.91
12302,18.91
12303,18.75
12304,18.75
12305,18.77
12306,18.77
12307,18.71
12308,18.87
12309,18.87
12310,18.77
12311,18.77
12312,18.77
12313,18.8
12314,18.8
12315,18.93
12316,18.84
12317,18.84
12318,18.93
12319,18.93
12320,18.97
12321,18.97
12322,19.05
12323,19.05
12324,19.39
12325,19.39
12326,19.39
12327,19.19
12328,19.19
12329,19.38
12330,19.38
12331,19.38
12332,19.3
12333,19.3
12334,19.44
12335,19.44
12336,19.44
12337,19.4
12338,19.4
12339,19.43
12340,19.43
12341,19.57
12342,19.57
12343,19.57
12344,19.47
12345,19.47
12346,19.45
12347,19.45
12348,19.69
12349,19.69
12350,19.53
12351,19.53
12352,19.53
12353,19.38
12354,19.38
12355,19.38
12356,19.68
12357,19.68
12358,19.72
12359,19.72
12360,19.3
12361,19.3
12362,19.57
12363,19.57
12364,19.3
12365,19.3
12366,19.3
12367,19.52
12368,19.52
12369,19.37
12370,19.37
12371,19.44
12372,19.44
12373,19.44
12374,19.29
12375,19.29
12376,19.16
12377,19.16
12378,19.45
12379,19.45
12380,19.45
12381,19.15
12382,19.15
12383,19.19
12384,19.19
12385,19.42
12386,19.42
12387,19.22
12388,19.22
12389,19.22
12390,19.5
12391,19.5
12392,19.42
12393,19.42
12394,19.42
12395,19.31
12396,19.31
12397,19.28
12398,19.28
12399,19.23
12400,19.23
12401,19.23
12402,19.33
12403,19.33
12404,19.4
12405,19.4
12406,19.25
12407,19.25
12408,19.36
12409,19.36
12410,19.36
12411,19.37
12412,19.37
12413,19.09
12414,19.09
12415,19.09
12416,18.99
12417,18.99
12418,19.16
12419,19.16
12420,19.16
12421,19.21
12422,19.21
12423,19.38
12424,19.38
12425,19.08
12426,19.08
12427,19.08
12428,19.11
12429,19.11
12430,19.16
12431,19.16
12432,19.11
12433,19.11
12434,19.11
12435,19.28
12436,19.28
12437,19.24
12438,19.24
12439,19.24
12440,19.2
12441,19.2
12442,19.21
12443,19.21
12444,19.21
12445,19.15
12446,19.15
12447,19.42
12448,19.42
12449,19.1
12450,19.1
12451,19.25
12452,19.25
12453,19.32
12454,19.32
12455,19.1
12456,19.1
12457,19.1
12458,19.06
12459,19.06
12460,19.06
12461,19.02
12462,19.02
12463,19.02
12464,18.94
12465,18.94
12466,18.9
12467,18.9
12468,18.98
12469,18.98
12470,19.06
12471,19.06
12472,19.06
12473,18.97
12474,18.97
12475,18.97
12476,18.97
12477,18.97
12478,19.07
12479,19.07
12480,18.98
12481,18.98
12482,19.02
12483,19.02
12484,19.01
12485,19.01
12486,18.97
12487,18.97
12488,18.97
12489,18.99
12490,18.99
12491,19.15
12492,19.15
12493,19.38
12494,19.38
12495,19.26
12496,19.26
12497,19.26
12498,19.05
12499,19.05
12500,19.01
12501,19.01
12502,18.96
12503,18.96
12504,18.95
12505,18.95
12506,18.95
12507,18.97
12508,18.97
12509,18.96
12510,18.96
12511,18.96
12512,19.07
12513,19.07
12514,19.02
12515,19.02
12516,19.12
12517,19.12
12518,19.12
12519,19.04
12520,19.04
12521,18.94
12522,18.94
12523,18.94
12524,19.16
12525,19.16
12526,19.38
12527,19.38
12528,19.38
12529,19.02
12530,19.02
12531,19.19
12532,19.19
12533,19.01
12534,19.01
12535,19.01
12536,18.97
12537,18.97
12538,18.84
12539,18.84
12540,18.84
12541,19.07
12542,19.07
12543,19.1
12544,19.1
12545,19.1
12546,19.14
12547,19.14
12548,19.04
12549,19.04
12550,18.96
12551,18.96
12552,18.96
12553,19.03
12554,19.03
12555,18.93
12556,18.93
12557,18.93
12558,19.14
12559,19.14
12560,19.09
12561,19.09
12562,18.87
12563,18.87
12564,18.87
12565,18.84
12566,18.84
12567,19.06
12568,19.06
12569,19.06
12570,18.93
12571,18.93
12572,19.1
12573,19.1
12574,19.1
12575,19.03
12576,19.03
12577,19.02
12578,19.02
12579,18.94
12580,18.94
12581,18.94
12582,19.09
12583,19.09
12584,19.12
12585,19.12
12586,18.86
12587,18.86
12588,18.86
12589,19.03
12590,19.03
12591,19.1
12592,19.1
12593,19.12
12594,19.12
12595,19.12
12596,18.99
12597,18.99
12598,19.04
12599,19.04
12600,19.17
12601,19.17
12602,19.06
12603,19.06
12604,19.06
12605,18.93
12606,18.93
12607,19.18
12608,19.18
12609,19.18
12610,19.06
12611,19.06
12612,19.04
12613,19.04
12614,18.95
12615,18.95
12616,18.95
12617,18.97
12618,18.97
12619,19.08
12620,19.08
12621,18.95
12622,18.95
12623,18.95
12624,18.93
12625,18.93
12626,19.0
12627,19.0
12628,19.0
12629,19.04
12630,19.04
12631,19.19
12632,19.19
12633,19.12
12634,19.12
12635,19.01
12636,19.01
12637,19.01
12638,19.02
12639,19.02
12640,19.06
12641,19.06
12642,19.13
12643,19.13
12644,18.94
12645,18.94
12646,18.94
12647,19.15
12648,19.15
12649,18.95
12650,18.95
12651,18.89
12652,18.89
12653,18.89
12654,18.96
12655,18.96
12656,19.17
12657,19.17
12658,19.17
12659,19.16
12660,19.16
12661,19.15
12662,19.15
12663,19.15
12664,19.17
12665,19.17
12666,19.02
12667,19.02
12668,19.08
12669,19.08
12670,19.08
12671,18.99
12672,18.99
12673,19.02
12674,19.02
12675,19.02
12676,19.19
12677,19.19
12678,19.11
12679,19.11
12680,19.07
12681,19.07
12682,19.1
12683,19.1
12684,19.09
12685,19.09
12686,19.15
12687,19.15
12688,19.15
12689,19.16
12690,19.16
12691,19.18
12692,19.18
12693,19.18
12694,19.14
12695,19.14
12696,18.94
12697,18.94
12698,19.14
12699,19.14
12700,19.09
12701,19.09
12702,19.09
12703,18.94
12704,18.94
12705,19.02
12706,19.02
12707,19.11
12708,19.11
12709,19.11
12710,18.99
12711,18.99
12712,19.14
12713,19.14
12714,19.14
12715,19.07
12716,19.07
12717,19.0
12718,19.0
12719,19.18
12720,19.18
12721,19.18
12722,18.91
12723,18.91
12724,19.19
12725,19.19
12726,19.05
12727,19.05
12728,19.05
12729,19.01
12730,19.01
12731,18.98
12732,18.98
12733,18.99
12734,18.99
12735,18.99
12736,18.95
12737,18.95
12738,19.15
12739,19.15
12740,19.15
12741,19.1
12742,19.1
12743,19.15
12744,19.15
12745,18.92
12746,18.92
12747,19.02
12748,19.02
12749,19.4
12750,19.4
12751,19.4
12752,18.95
12753,18.95
12754,19.16
12755,19.16
12756,19.16
12757,19.0
12758,19.0
12759,19.15
12760,19.15
12761,19.04
12762,19.04
12763,19.04
12764,18.98
12765,18.98
12766,18.87
12767,18.87
12768,18.87
12769,19.1
12770,19.1
12771,18.89
12772,18.89
12773,18.89
12774,19.03
12775,19.03
12776,18.95
12777,18.95
12778,18.95
12779,19.17
12780,19.17
12781,18.89
12782,18.89
12783,19.02
12784,19.02
12785,19.17
12786,19.17
12787,19.17
12788,19.05
12789,19.05
12790,19.07
12791,19.07
12792,19.1
12793,19.1
12794,19.1
12795,19.01
12796,19.01
12797,19.34
12798,19.34
12799,19.01
12800,19.01
12801,19.01
12802,18.9
12803,18.9
12804,19.09
12805,19.09
12806,18.98
12807,18.98
12808,18.98
12809,19.19
12810,19.19
12811,18.84
12812,18.84
12813,18.98
12814,18.98
12815,18.98
12816,18.98
12817,18.98
12818,19.0
12819,19.0
12820,18.93
12821,18.93
12822,18.93
12823,18.91
12824,18.91
12825,19.06
12826,19.06
12827,18.88
12828,18.88
12829,18.88
12830,18.95
12831,18.93
12832,18.93
12833,18.93
12834,18.87
12835,18.87
12836,19.09
12837,19.09
12838,18.99
12839,18.99
12840,18.99
12841,18.86
12842,18.86
12843,18.99
12844,18.99
12845,18.82
12846,18.82
12847,18.82
12848,19.13
12849,19.13
12850,18.88
12851,18.88
12852,18.88
12853,18.75
12854,18.75
12855,18.87
12856,18.87
12857,18.87
12858,19.01
12859,19.01
12860,19.01
12861,18.9
12862,18.9
12863,18.82
12864,18.82
12865,18.91
12866,18.91
12867,18.91
12868,18.82
12869,18.82
12870,18.88
12871,18.88
12872,18.85
12873,18.85
12874,18.85
12875,19.03
12876,19.03
12877,18.94
12878,18.94
12879,19.04
12880,19.04
12881,18.95
12882,18.95
12883,18.95
12884,18.91
12885,18.91
12886,18.91
12887,18.91
12888,18.91
12889,18.95
12890,18.95
12891,18.92
12892,18.92
12893,19.06
12894,19.06
12895,19.06
12896,19.04
12897,19.04
12898,18.84
12899,18.84
12900,18.84
12901,19.02
12902,18.93
12903,18.93
12904,18.93
12905,19.08
12906,19.08
12907,19.13
12908,19.13
12909,19.13
12910,18.92
12911,18.92
12912,19.05
12913,19.05
12914,19.06
12915,19.06
12916,19.06
12917,18.94
12918,18.94
12919,19.0
12920,19.0
12921,19.0
12922,19.09
12923,19.09
12924,18.97
12925,18.97
12926,19.09
12927,19.09
12928,19.09
12929,19.13
12930,19.13
12931,19.0
12932,19.0
12933,18.91
12934,18.91
12935,18.91
12936,18.93
12937,18.93
12938,19.06
12939,19.06
12940,18.9
12941,18.9
12942,18.9
12943,18.88
12944,18.88
12945,18.91
12946,18.91
12947,18.91
12948,18.86
12949,18.86
12950,18.97
12951,18.97
12952,18.87
12953,18.87
12954,18.87
12955,18.89
12956,18.89
12957,18.89
12958,18.89
12959,18.89
12960,18.86
12961,18.86
12962,18.85
12963,18.85
12964,18.92
12965,18.92
12966,18.92
12967,18.97
12968,18.97
12969,18.96
12970,18.96
12971,18.94
12972,18.94
12973,18.96
12974,18.96
12975,19.17
12976,19.17
12977,19.17
12978,18.87
12979,18.87
12980,18.97
12981,18.97
12982,18.99
12983,18.99
12984,18.92
12985,18.92
12986,18.92
12987,18.9
12988,18.9
12989,18.91
12990,18.91
12991,18.92
12992,18.92
12993,18.92
12994,18.88
12995,18.88
12996,18.92
12997,18.92
12998,18.83
12999,18.83
13000,18.83
13001,18.88
13002,18.88
13003,18.96
13004,18.96
13005,19.05
13006,19.05
13007,19.05
13008,19.07
13009,19.07
13010,19.07
13011,19.07
13012,18.84
13013,18.84
13014,18.84
13015,19.05
13016,19.05
13017,18.92
13018,18.92
13019,18.92
13020,18.94
13021,18.94
13022,19.02
13023,19.02
13024,18.92
13025,18.92
13026,18.93
13027,18.93
13028,18.93
13029,18.93
13030,18.93
13031,19.09
13032,19.09
13033,18.89
13034,18.89
13035,18.89
13036,18.98
13037,18.98
13038,19.04
13039,19.04
13040,18.93
13041,18.93
13042,18.93
13043,18.98
13044,18.98
13045,19.01
13046,19.01
13047,19.01
13048,18.88
13049,18.88
13050,18.88
13051,18.88
13052,18.81
13053,18.81
13054,19.06
13055,19.06
13056,19.06
13057,18.92
13058,18.92
13059,18.89
13060,18.89
13061,18.89
13062,18.99
13063,18.99
13064,18.94
13065,18.94
13066,18.94
13067,19.12
13068,19.12
13069,18.83
13070,18.83
13071,18.87
13072,18.87
13073,18.87
13074,18.89
13075,18.89
13076,18.89
13077,18.89
13078,18.92
13079,18.92
13080,18.92
13081,19.01
13082,19.01
13083,18.88
13084,18.88
13085,18.88
13086,18.92
13087,18.92
13088,18.91
13089,18.91
13090,18.88
13091,18.88
13092,18.88
13093,18.93
13094,18.93
13095,18.94
13096,18.94
13097,19.05
13098,19.05
13099,19.05
13100,18.96
13101,18.96
13102,18.87
13103,18.87
13104,18.87
13105,18.88
13106,18.88
13107,18.9
13108,18.9
13109,18.9
13110,18.9
13111,18.9
