,Stage1.Output.Measurement9.U.Actual
5113,18.95
5114,18.97
5115,18.97
5116,18.97
5117,19.03
5118,19.03
5119,18.93
5120,18.93
5121,18.96
5122,18.96
5123,18.96
5124,19.09
5125,19.09
5126,19.03
5127,19.03
5128,19.03
5129,19.07
5130,19.07
5131,19.01170949
5132,18.96
5133,18.96
5134,18.96
5135,19.25
5136,19.25
5137,18.97
5138,18.97
5139,19.0
5140,19.0
5141,19.0
5142,19.26
5143,19.26
5144,19.21
5145,19.21
5146,19.21
5147,19.26
5148,19.26
5149,19.01
5150,19.01
5151,19.01
5152,19.01
5153,19.01
5154,18.99
5155,18.99
5156,18.99
5157,18.96
5158,18.96
5159,18.96
5160,18.97
5161,18.97
5162,19.1
5163,19.1
5164,19.1
5165,18.94
5166,18.94
5167,19.0
5168,19.0
5169,19.0
5170,19.01
5171,19.01
5172,19.01
5173,18.99
5174,18.99
5175,18.99
5176,18.99
5177,18.99
5178,18.94
5179,18.94
5180,19.33
5181,19.33
5182,19.33
5183,18.93
5184,18.93
5185,19.04
5186,19.04
5187,19.04
5188,19.23
5189,19.23
5190,19.23
5191,19.07
5192,19.07
5193,18.93
5194,18.93
5195,19.1
5196,19.1
5197,19.1
5198,19.07
5199,19.07
5200,19.07
5201,18.95
5202,18.95
5203,18.95
5204,18.94
5205,18.94
5206,18.96
5207,18.96
5208,18.96
5209,18.97
5210,18.97
5211,19.21
5212,19.21
5213,19.21
5214,19.35
5215,19.35
5216,19.35
5217,19.22
5218,19.22
5219,18.97
5220,18.97
5221,18.95
5222,18.95
5223,18.95
5224,18.99
5225,18.99
5226,18.99
5227,19.03
5228,19.03
5229,18.95
5230,18.95
5231,18.95
5232,19.06
5233,19.06
5234,19.06
5235,19.03
5236,19.03
5237,18.94
5238,18.94
5239,18.94
5240,19.25
5241,19.25
5242,19.25
5243,18.98
5244,18.98
5245,19.02
5246,19.02
5247,19.02
5248,19.05
5249,19.05
5250,19.05
5251,19.05
5252,19.05
5253,19.01
5254,19.01
5255,19.0
5256,19.0
5257,19.0
5258,19.06
5259,19.06
5260,18.99
5261,18.99
5262,18.99
5263,19.05
5264,19.05
5265,19.07
5266,19.07
5267,19.07
5268,19.02
5269,19.02
5270,19.0
5271,19.0
5272,19.0
5273,19.05
5274,19.05
5275,19.06
5276,19.06
5277,19.06
5278,19.06
5279,19.06
5280,19.06
5281,19.37
5282,19.37
5283,19.37
5284,19.37
5285,19.37
5286,19.09
5287,19.09
5288,19.03
5289,19.03
5290,19.03
5291,19.06
5292,19.06
5293,19.06
5294,18.99
5295,18.99
5296,19.32
5297,19.32
5298,19.01
5299,19.01
5300,18.98
5301,18.98
5302,18.98
5303,19.02
5304,19.02
5305,19.01
5306,19.01
5307,18.98
5308,18.98
5309,19.04
5310,19.04
5311,19.0
5312,19.0
5313,19.0
5314,19.04
5315,19.04
5316,19.07
5317,19.07
5318,18.98
5319,18.98
5320,18.98
5321,19.03
5322,19.03
5323,19.0
5324,19.0
5325,19.0
5326,18.99
5327,18.99
5328,18.98
5329,18.98
5330,19.05
5331,19.05
5332,19.04
5333,19.04
5334,19.04
5335,18.99
5336,18.99
5337,19.05
5338,19.05
5339,19.05
5340,19.05
5341,19.05
5342,19.04
5343,19.04
5344,19.1
5345,19.1
5346,19.1
5347,19.09
5348,19.09
5349,19.13
5350,19.13
5351,19.13
5352,19.06
5353,19.06
5354,19.06
5355,19.05
5356,19.05
5357,19.02
5358,19.02
5359,19.44
5360,19.44
5361,19.44
5362,19.03
5363,19.03
5364,19.1
5365,19.1
5366,19.1
5367,19.05
5368,19.05
5369,19.01
5370,19.01
5371,19.01
5372,19.09
5373,19.09
5374,19.1
5375,19.1
5376,19.02
5377,19.02
5378,19.02
5379,19.27
5380,19.27
5381,18.99
5382,18.99
5383,18.99
5384,18.99
5385,18.99
5386,19.01
5387,19.01
5388,19.01
5389,19.02
5390,19.02
5391,19.01
5392,19.01
5393,18.97
5394,18.97
5395,19.1
5396,19.1
5397,19.1
5398,18.98
5399,18.98
5400,19.35
5401,19.35
5402,19.06
5403,19.06
5404,19.06
5405,19.06
5406,19.06
5407,19.06
5408,19.05
5409,19.05
5410,19.0
5411,19.0
5412,19.0
5413,19.06
5414,19.06
5415,19.03
5416,19.03
5417,19.03
5418,19.04
5419,19.04
5420,19.04
5421,19.01
5422,19.01
5423,19.04
5424,19.04
5425,19.04
5426,19.34
5427,19.34
5428,19.1
5429,19.1
5430,19.1
5431,19.12
5432,19.12
5433,19.12
5434,19.01
5435,19.01
5436,18.97
5437,18.97
5438,19.06
5439,19.06
5440,19.06
5441,19.41
5442,19.41
5443,19.41
5444,19.14
5445,19.14
5446,18.93
5447,18.93
5448,18.93
5453,18.59
5454,18.59
5455,18.72
5456,19.02
5457,19.02
5458,18.95
5459,18.95
5460,18.78
5461,18.78
5462,18.94
5463,18.7
5464,18.7
5465,19.13
5466,19.13
5467,18.84
5468,18.84
5469,18.84
5470,19.1
5471,19.1
5472,19.11
5473,19.11
5474,19.04
5475,19.04
5476,18.83
5477,18.83
5478,18.83
5479,18.84
5480,18.84
5481,18.83
5482,18.83
5483,19.13
5484,19.13
5485,18.89
5486,18.89
5487,18.89
5488,19.27
5489,19.27
5490,19.18
5491,19.18
5492,19.18
5493,18.84
5494,18.84
5495,19.08
5496,19.08
5497,19.29
5498,19.29
5499,18.87
5500,18.87
5501,18.87
5502,18.93
5503,18.93
5504,19.09
5505,19.09
5506,19.18
5507,19.18
5508,19.18
5509,18.95
5510,18.95
5511,18.9
5512,18.9
5513,18.9
5514,18.92
5515,18.92
5516,18.91
5517,18.91
5518,18.91
5519,19.19
5520,19.3216866
5521,19.19
5522,18.86
5523,18.86
5524,18.9
5525,18.9
5526,19.25
5527,19.25
5528,19.25
5529,19.07
5530,19.07
5531,19.34
5532,19.34
5533,19.34
5534,18.86
5535,18.86
5536,18.82
5537,18.82
5538,18.86
5539,18.86
5540,18.86
5541,18.8
5542,18.8
5543,18.77
5544,18.77
5545,18.74
5546,18.74
5547,18.83
5548,18.83
5549,18.83
5550,18.75
5551,18.75
5552,18.79
5553,18.79
5554,18.79
5555,18.79
5556,18.79
5557,18.81
5558,18.81
5559,18.76
5560,18.76
5561,18.77
5562,18.77
5563,18.84
5564,18.84
5565,18.84
5566,18.87
5567,18.87
5568,18.84
5569,18.84
5570,18.79
5571,18.79
5572,18.82
5573,18.82
5574,19.03
5575,19.03
5576,19.03
5577,18.76
5578,18.76
5579,18.79
5580,18.79
5581,18.84
5582,18.84
5583,18.84
5584,18.99
5585,18.99
5586,18.77
5587,18.77
5588,18.79
5589,18.79
5590,18.79
5591,18.75
5592,18.75
5593,18.84
5594,18.84
5595,18.84
5596,18.84
5597,18.87
5598,18.87
5599,18.84
5600,18.84
5601,18.84
5602,18.82
5603,18.82
5604,18.82
5605,18.82
5606,18.8
5607,18.8
5608,18.8
5609,18.88
5610,18.88
5611,18.84
5612,18.84
5613,18.81
5614,18.81
5615,18.86
5616,18.86
5617,18.79
5618,18.79
5619,18.86
5620,18.86
5621,18.86
5622,18.88
5623,18.88
5624,18.9
5625,18.9
5626,18.87
5627,18.87
5628,18.89
5629,18.89
5630,18.89
5631,18.9
5632,18.9
5633,19.15
5634,19.15
5635,19.21
5636,19.21
5637,18.94
5638,18.94
5639,18.89
5640,18.89
5641,18.89
5642,18.97
5643,18.97
5644,18.9
5645,18.9
5646,18.84
5647,18.84
5648,18.85
5649,18.85
5650,19.13
5651,19.13
5652,18.85
5653,18.85
5654,19.1
5655,19.1
5656,19.1
5657,18.83
5658,18.83
5659,18.87
5660,18.87
5661,18.87
5662,18.93
5663,18.93
5664,18.87
5665,18.87
5666,18.85
5667,18.85
5668,18.85
5669,18.79
5670,18.79
5671,18.87
5672,18.87
5673,18.87
5674,18.88
5675,18.88
5676,18.81
5677,18.81
5678,18.84
5679,18.84
5680,18.76
5681,18.76
5682,19.17
5683,19.17
5684,18.74
5685,18.74
5686,18.86
5687,18.86
5688,18.85
5689,18.85
5690,18.78
5691,18.78
5692,18.78
5693,19.13
5694,19.13
5695,18.87
5696,18.87
5697,18.99
5698,18.99
5699,18.99
5700,18.95
5701,18.95
5702,18.89
5703,18.89
5704,18.89
5705,18.88
5706,18.88
5707,18.92
5708,18.92
5709,18.91
5710,18.91
5711,18.91
5712,18.88
5713,18.88
5714,18.95
5715,18.95
5716,19.17
5717,19.17
5718,19.17
5719,18.94
5720,18.94
5721,19.11
5722,19.11
5723,19.13
5724,19.13
5725,19.05
5726,19.05
5727,19.14
5728,19.14
5729,18.85
5730,18.85
5731,18.85
5732,18.9
5733,18.9
5734,18.94
5735,18.94
5736,18.88
5737,18.88
5738,18.88
5739,18.89
5740,18.89
5741,18.89
5742,19.24
5743,19.24
5744,19.12
5745,19.12
5746,18.87
5747,18.87
5748,18.87
5749,18.91
5750,18.84
5751,18.84
5752,18.84
5753,18.97
5754,18.97
5755,19.21
5756,19.21
5757,18.86
5758,18.86
5759,18.9
5760,18.9
5761,18.94
5762,18.94
5763,19.12
5764,19.12
5765,19.12
5766,18.88
5767,18.88
5768,18.57
5769,18.57
5770,18.55
5771,18.55
5772,19.03
5773,19.03
5774,18.92
5775,18.92
5776,18.92
5777,18.95
5778,18.95
5779,19.33
5780,19.33
5781,19.17
5782,19.17
5783,19.17
5784,19.18
5785,19.18
5786,18.84
5787,18.84
5788,18.81
5789,18.81
5790,18.91
5791,18.91
5792,18.91
5793,18.84
5794,18.84
5795,18.91
5796,18.91
5797,18.93
5798,18.93
5799,18.81
5800,18.81
5801,18.81
5802,18.89
5803,18.89
5804,19.15
5805,19.15
5806,19.15
5807,18.93
5808,18.93
5809,18.91
5810,18.91
5811,18.87
5812,18.87
5813,18.94
5814,18.94
5815,18.94
5816,18.87
5817,18.87
5818,18.87
5819,18.87
5820,18.87
5821,19.22
5822,19.22
5823,19.27
5824,19.27
5825,18.9
5826,18.9
5827,18.89
5828,18.89
5829,18.89
5830,19.16
5831,19.16
5832,18.92
5833,18.92
5834,18.92
5835,18.79
5836,18.79
5837,19.29
5838,19.29
5839,18.88
5840,18.88
5841,18.88
5842,18.84
5843,18.84
5844,19.14
5845,19.14
5846,18.84
5847,18.84
5848,19.25
5849,19.25
5850,18.94
5851,18.94
5852,18.94
5853,18.97
5854,18.97
5855,18.87
5856,18.87
5857,18.91
5858,18.91
5859,18.86
5860,18.86
5861,18.86
5862,18.77
5863,18.77
5864,19.23
5865,19.23
5866,19.23
5867,18.84
5868,18.84
5869,18.91
5870,18.91
5871,18.83
5872,18.83
5873,18.83
5874,18.81
5875,18.81
5876,19.0
5877,19.0
5878,18.84
5879,18.84
5880,18.84
5881,18.88
5882,18.88
5883,18.83
5884,18.83
5885,19.14
5886,19.14
5887,18.9
5888,18.9
5889,18.9
5890,18.85
5891,18.85
5892,18.81
5893,18.81
5894,19.16
5895,19.16
5896,18.82
5897,18.82
5898,18.81
5899,18.81
5900,18.81
5901,18.86
5902,18.86
5903,18.83
5904,18.83
5905,18.85
5906,18.85
5907,18.78
5908,18.78
5909,18.83
5910,18.83
5911,18.8
5912,18.8
5913,18.85
5914,18.85
5915,18.85
5916,18.79
5917,18.79
5918,18.91
5919,18.91
5920,19.11
5921,19.11
5922,18.88
5923,18.88
5924,18.93
5925,18.93
5926,18.93
5927,18.85
5928,18.85
5929,18.85
5930,18.85
5931,19.3
5932,19.3
5933,19.45
5934,19.45
5935,19.45
5936,18.99
5937,18.99
5938,18.94
5939,18.94
5940,18.88
5941,18.88
5942,18.9
5943,19.02
5944,19.02
5945,19.02
5946,18.9
5947,18.9
5948,18.79
5949,18.79
5950,18.86
5951,18.86
5952,18.87278761
5953,18.89
5954,18.89
5955,18.89
5956,18.85
5957,18.85
5958,18.81
5959,18.81
5960,18.8
5961,18.8
5962,18.8
5963,18.9
5964,18.9
5965,18.84
5966,18.84
5967,18.84
5968,18.87
5969,18.87
5970,18.95
5971,18.95
5972,19.24
5973,19.24
5974,19.24
5975,18.96
5976,18.96
5977,19.35
5978,19.35
5979,18.83
5980,18.83
5981,18.83
5982,18.85
5983,18.85
5984,19.1
5985,19.1
5986,18.9
5987,18.9
5988,18.9
5989,18.92
5990,18.92
5991,18.9
5992,18.9
5993,18.85
5994,18.85
5995,18.87
5996,18.87
5997,18.87
5998,18.84
5999,18.84
6000,18.86
6001,18.86
6002,18.86
6003,18.9
6004,18.9
6005,18.9
6006,18.9
6007,18.9
6008,18.83
6009,18.83
6010,18.95
6011,18.95
6012,18.95
6013,18.87
6014,18.87
6015,19.02
6016,19.02
6017,19.02
6018,18.89
6019,18.89
6020,18.93
6021,18.93
6022,18.92
6023,18.92
6024,19.11
6025,19.11
6026,19.11
6027,18.84
6028,18.84
6029,18.87
6030,18.87
6031,18.97
6032,18.97
6033,18.86
6034,18.86
6035,19.07
6036,19.07
6037,19.07
6038,19.02
6039,19.02
6040,19.03
6041,19.03
6042,18.86
6043,18.86
6044,18.86
6045,18.87
6046,18.87
6047,18.89
6048,18.89
6049,18.89
6050,19.02
6051,19.02
6052,19.1
6053,19.1
6054,19.06
6055,19.06
6056,19.06
6057,19.12
6058,19.12
6059,19.3
6060,19.3
6061,19.3
6062,19.0
6063,19.0
6064,18.81
6065,18.81
6066,18.81
6067,18.96
6068,18.96
6069,18.96
6070,18.96
6071,18.87
6072,18.87
6073,18.87
6074,18.82
6075,18.82
6076,18.81
6077,18.81
6078,18.84
6079,18.84
6080,18.84
6081,19.1
6082,19.1
6083,18.83
6084,18.83
6085,19.06
6086,19.06
6087,18.87
6088,18.87
6089,18.79
6090,18.79
6091,18.79
6092,18.87
6093,18.87
6094,18.8
6095,18.8
6096,18.91
6097,18.91
6098,18.91
6099,18.86
6100,18.86
6101,18.91
6102,18.91
6103,18.96
6104,18.96
6105,18.96
6106,18.87
6107,18.87
6108,18.84
6109,18.84
6110,18.86
6111,18.86
6112,18.86
6113,18.85
6114,18.85
6115,18.92
6116,18.92
6117,18.99
6118,18.99
6119,18.99
6120,18.94
6121,18.94
6122,19.12
6123,19.12
6124,19.0
6125,19.0
6126,19.0
6127,18.8
6128,18.8
6129,18.84
6130,18.84
6131,18.84
6132,18.89
6133,18.89
6134,18.84
6135,18.84
6136,18.77
6137,18.77
6138,18.77
6139,19.02
6140,19.02
6141,18.91
6142,18.91
6143,18.94
6144,18.94
6145,18.94
6146,18.99
6147,18.99
6148,18.83
6149,18.83
6150,18.81
6151,18.81
6152,18.81
6153,18.88
6154,18.88
6155,19.05
6156,19.05
6157,18.84
6158,18.84
6159,18.84
6160,18.81
6161,18.81
6162,19.04
6163,19.04
6164,19.04
6165,18.93
6166,18.93
6167,19.09
6168,19.09
6169,19.07
6170,19.07
6171,19.07
6172,19.15
6173,19.15
6174,18.94
6175,18.94
6176,18.82
6177,18.82
6178,18.82
6179,18.82
6180,18.82
6181,19.07
6182,19.07
6183,18.86
6184,18.86
6185,18.86
6186,18.9
6187,18.9
6188,18.83
6189,18.83
6190,18.82
6191,18.82
6192,18.82
6193,18.9
6194,18.9
6195,18.81
6196,18.81
6197,18.92
6198,18.92
6199,18.92
6200,18.9
6201,18.9
6202,18.89
6203,18.89
6204,19.03
6205,19.03
6206,18.85
6207,18.85
6208,18.85
6209,18.82
6210,18.82
6211,18.86
6212,18.86
6213,18.88
6214,18.88
6215,18.88
6216,18.78
6217,18.78
6218,18.95
6219,18.95
6220,18.91
6221,18.91
6222,18.91
6223,18.76
6224,18.76
6225,19.06
6226,19.06
6227,19.06
6228,19.06
6229,18.86
6230,18.86
6231,18.86
6232,18.82
6233,18.82
6234,18.82
6235,18.82
6236,18.85
6237,18.85
6238,19.03
6239,19.03
6240,18.83
6241,18.83
6242,19.08
6243,19.08
6244,19.08
6245,19.2
6246,19.2
6247,18.82
6248,18.82
6249,18.75
6250,18.75
6251,18.9
6252,18.9
6253,18.9
6254,19.05
6255,19.05
6256,18.86
6257,18.86
6258,18.89
6259,18.89
6260,19.18
6261,19.18
6262,19.18
6263,18.89
6264,18.8243406
6265,18.89
6266,18.9
6267,18.9
6268,18.97
6269,18.97
6270,18.86
6271,18.86
6272,18.84
6273,18.84
6274,18.84
6275,18.85
6276,18.85
6277,18.85
6278,18.84
6279,18.84
6280,18.85
6281,18.85
6282,18.85
6283,18.89
6284,18.89
6285,19.29
6286,19.29
6287,19.1
6288,19.1
6289,18.84
6290,18.84
6291,18.84
6292,18.89
6293,18.89
6294,18.92
6295,18.8
6296,18.8
6297,19.02
6298,19.02
6299,19.02
6300,18.89
6301,18.89
6302,18.9
6303,18.9
6304,18.86
6305,18.86
6306,18.86
6307,18.85
6308,18.85
6309,18.8
6310,18.8
6311,19.01
6312,19.01
6313,19.09
6314,19.09
6315,19.09
6316,18.9
6317,18.9
6318,18.85
6319,18.85
6320,18.95
6321,18.95
6322,18.95
6323,19.0
6324,19.0
6325,18.94
6326,18.94
6327,18.81
6328,18.81
6329,18.97
6330,18.97
6331,18.97
6332,18.86
6333,18.86
6334,18.88
6335,18.88
6336,18.83
6337,18.83
6338,19.25
6339,19.25
6340,19.25
6341,18.92
6342,18.92
6343,18.83
6344,18.83
6345,18.83
6346,18.83
6347,18.83
6348,18.92
6349,18.92
6350,18.89
6351,18.89
6352,18.97
6353,18.97
6354,18.97
6355,18.9
6356,18.9
6357,18.94
6358,18.94
6359,18.92
6360,18.92
6361,18.92
6362,18.89
6363,18.89
6364,18.87
6365,18.87
6366,18.86
6367,18.86
6368,18.86
6369,18.83
6370,18.83
6371,18.85
6372,18.85
6373,18.82
6374,18.82
6375,18.98
6376,18.98
6377,18.98
6378,18.9
6379,18.9
6380,18.95
6381,18.95
6382,18.85
6383,18.85
6384,18.85
6385,19.07
6386,19.07
6387,19.12
6388,19.12
6389,19.12
6390,18.96
6391,18.96
6392,19.03
6393,19.03
6394,18.87
6395,18.87
6396,18.84
6397,18.84
6398,18.85
6399,18.85
6400,18.85
6401,18.81
6402,18.81
6403,18.88
6404,18.88
6405,18.83
6406,18.83
6407,18.83
6408,18.86
6409,18.86
6410,18.9
6411,18.9
6412,18.9
6413,18.9
6414,19.16
6415,19.16
6416,19.16
6417,19.0
6418,19.0
6419,18.93
6420,18.93
6421,18.93
6422,18.93
6423,18.93
6424,19.3
6425,19.3
6426,18.96
6427,18.96
6428,18.88
6429,18.88
6430,18.88
6431,18.89
6432,18.89
6433,18.9
6434,18.9
6435,19.0
6436,19.0
6437,19.0
6438,18.79
6439,18.79
6440,18.86
6441,18.86
6442,19.01
6443,19.01
6444,19.01
6445,19.08
6446,19.08
6447,18.81
6448,18.81
6449,18.9
6450,18.9
6451,18.9
6452,19.04
6453,19.04
6454,18.76
6455,18.76
6456,18.78
6457,18.78
6458,18.78
6459,18.83
6460,18.83
6461,18.88
6462,18.88
6463,18.99
6464,18.99
6465,18.99
6466,18.87
6467,18.87
6468,19.07
6469,19.07
6470,19.07
6471,18.85
6472,18.85
6473,19.04
6474,19.04
6475,18.9
6476,18.9
6477,18.96
6478,18.96
6479,18.96
6480,19.13
6481,19.13
6482,18.82
6483,18.82
6484,18.82
6485,18.85
6486,18.85
6487,18.83
6488,18.83
6489,18.77
6490,18.77
6491,18.85
6492,18.85
6493,18.85
6494,18.81
6495,18.81
6496,19.05
6497,19.05
6498,19.05
6499,18.86
6500,18.86
6501,19.01
6502,19.01
6503,18.83
6504,18.83
6505,18.75
6506,18.75
6507,18.75
6508,18.96
6509,18.96
6510,19.04
6511,19.04
6512,18.8
6513,18.8
6514,18.8
6515,18.88
6516,18.88
6517,19.12
6518,19.12
6519,18.8
6520,18.8
6521,18.8
6522,18.79
6523,18.79
6524,18.83
6525,18.83
6526,18.88
6527,18.88
6528,18.88
6529,18.78
6530,18.78
6531,18.81
6532,18.81
6533,18.81
6534,18.9
6535,18.9
6536,18.88
6537,18.88
6538,19.05
6539,19.05
6540,19.05
6541,18.88
6542,18.88
6543,18.79
6544,18.79
6545,18.79
6546,18.86
6547,18.86
6548,18.85
6549,18.85
6550,18.93
6551,18.93
6552,19.09
6553,19.09
6554,18.98
6555,18.98
6556,18.85
6557,18.85
6558,18.92
6559,18.92
6560,18.92
6561,18.97
6562,18.97
6563,19.03
6564,19.03
6565,18.85
6566,18.85
6567,18.85
6568,18.76
6569,18.76
6570,18.84
6571,18.84
6572,18.98
6573,18.98
6574,18.98
6575,18.81
6576,18.81
6577,18.92
6578,18.92
6579,19.03
6580,19.03
6581,19.03
6582,18.9
6583,18.9
6584,18.86
6585,18.86
6586,18.78
6587,18.78
6588,18.78
6589,18.76
6590,18.76
6591,18.77
6592,18.77
6593,18.82
6594,18.82
6595,18.8
6596,18.8
6597,18.8
6598,18.76
6599,18.76
6600,18.86
6601,18.86
6602,18.79
6603,18.79
6604,18.79
6605,18.95
6606,18.95
6607,18.83
6608,18.83
6609,18.95
6610,18.95
6611,19.02
6612,19.02
6613,19.02
6614,18.77
6615,18.77
6616,18.81
6617,18.81
6618,18.79
6619,18.79
6620,18.79
6621,19.0
6622,19.0
6623,18.77
6624,18.77
6625,18.8
6626,18.8
6627,18.8
6628,18.97
6629,18.97
6630,18.82
6631,18.82
6632,18.92
6633,18.92
6634,18.92
6635,19.07
6636,19.07
6637,18.95
6638,18.95
6639,19.02
6640,19.02
6641,19.02
6642,18.8
6643,18.8
6644,18.8
6645,18.8
6646,18.85
6647,18.85
6648,18.92
6649,18.92
6650,18.79
6651,18.79
6652,18.79
6653,18.76
6654,18.76
6655,18.73
6656,18.73
6657,18.8
6658,18.8
6659,18.74
6660,18.74
6661,18.96
6662,18.96
6663,18.96
6664,18.75
6665,18.75
6666,18.76
6667,18.76
6668,19.0
6669,19.0
6670,18.78484321
6671,18.59
6672,18.59
6673,18.59
6674,18.78
6675,18.78
6676,18.95
6677,18.95
6678,18.98
6679,18.98
6680,18.97
6681,18.97
6682,18.95
6683,18.95
6684,18.95
6685,18.96
6686,18.96
6687,18.78
6688,18.78
6689,18.78
6690,18.92
6691,18.92
6692,18.81
6693,18.81
6694,18.84
6695,18.84
6696,18.83
6697,18.83
6698,18.83
6699,18.83
6700,18.83
6701,18.81
6702,18.81
6703,18.96
6704,18.96
6705,18.93
6706,18.93
6707,19.01
6708,19.01
6709,19.01
6710,19.02
6711,19.02
6712,18.84
6713,18.84
6714,19.0
6715,19.0
6716,19.03
6717,19.03
6718,18.82
6719,18.82
6720,18.82
6721,18.76
6722,18.76
6723,19.0
6724,19.0
6725,18.84
6726,18.84
6727,18.84
6728,18.83
6729,18.83
6730,19.06
6731,19.06
6732,18.89
6733,18.89
6734,18.9
6735,18.9
6736,18.83
6737,18.83
6738,18.83
6739,18.98
6740,18.98
6741,18.95
6742,18.95
6743,18.95
6744,18.95
6745,18.95
6746,18.99
6747,18.99
6748,18.84
6749,18.8145997
6750,18.84
6751,18.81
6752,18.81
6753,18.81
6754,19.1
6755,19.1
6756,18.93
6757,18.93
6758,18.93
6759,18.87
6760,18.87
6761,18.95
6762,18.95
6763,18.84
6764,18.84
6765,18.93
6766,18.93
6767,18.93
6768,18.91
6769,18.91
6770,18.85
6771,18.85
6772,18.85
6773,18.8
6774,18.8
6775,18.8
6776,18.8
6777,18.92
6778,18.92
6779,19.17
6780,19.17
6781,18.89
6782,18.89
6783,18.89
6784,18.86
6785,18.86
6786,18.81
6787,18.81
6788,19.05
6789,19.05
6790,18.86
6791,18.86
6792,18.79
6793,18.79
6794,18.86
6795,18.86
6796,18.86
6797,18.9
6798,18.9
6799,19.05
6800,19.05
6801,19.03
6802,19.03
6803,18.85
6804,18.85
6805,18.85
6806,18.81
6807,18.81
6808,18.86
6809,18.86
6810,18.84
6811,18.84
6812,18.84
6813,18.92
6814,18.92
6815,18.83
6816,18.83
6817,18.81
6818,18.81
6819,19.1
6820,19.1
6821,19.1
6822,18.96
6823,18.96
6824,19.03
6825,19.03
6826,18.81
6827,18.81
6828,18.81
6829,19.01
6830,19.01
6831,18.8
6832,18.8
6833,18.91
6834,18.91
6835,18.85
6836,18.85
6837,19.04
6838,19.04
6839,19.04
6840,18.75
6841,18.75
6842,18.73
6843,18.73
6844,18.72
6845,18.72
6846,18.72
6847,18.78
6848,18.78
6849,18.95
6850,18.95
6851,18.78
6852,18.78
6853,19.05
6854,19.05
6855,19.05
6856,18.79
6857,18.79
6858,18.81
6859,18.81
6860,18.85
6861,18.85
6862,18.85
6863,19.08
6864,19.08
6865,18.84
6866,18.84
6867,18.76
6868,18.76
6869,18.76
6870,18.86
6871,18.86
6872,19.05
6873,19.05
6874,18.86
6875,18.86
6876,18.86
6877,18.85
6878,18.85
6879,18.82
6880,18.82
6881,18.85
6882,18.85
6883,18.85
6884,18.87
6885,18.87
6886,18.88
6887,18.88
6888,18.95
6889,18.95
6890,18.95
6891,19.0
6892,19.0
6893,18.94
6894,18.94
6895,19.09
6896,19.09
6897,19.09
6898,19.01
6899,19.01
6900,18.82
6901,18.82
6902,18.74
6903,18.74
6904,18.94
6905,18.94
6906,18.89
6907,18.89
6908,18.89
6909,18.87
6910,18.87
6911,18.84
6912,18.84
6913,18.82
6914,18.82
6915,18.84
6916,18.84
6917,18.84
6918,18.93
6919,18.93
6920,18.79
6921,18.79
6922,19.13
6923,19.13
6924,18.89
6925,18.89
6926,18.89
6927,18.91
6928,18.91
6929,18.81
6930,18.81
6931,18.81
6932,18.81
6933,18.85
6934,18.85
6935,18.85
6936,19.14
6937,19.14
6938,18.85
6939,18.85
6940,18.83
6941,18.83
6942,18.83
6943,18.85
6944,18.85
6945,18.87
6946,18.87
6947,19.16
6948,19.16
6949,19.16
6950,18.77
6951,18.77
6952,18.89
6953,18.89
6954,18.88
6955,18.88
6956,18.88
6957,18.85
6958,18.85
6959,19.09
6960,19.09
6961,18.83
6962,18.83
6963,18.83
6964,18.94
6965,18.94
6966,18.81
6967,18.81
6968,19.02
6969,19.02
6970,19.02
6971,18.95
6972,18.95
6973,18.95
6974,18.95
6975,18.87
6976,18.87
6977,18.87
6978,19.14
6979,19.14
6980,19.08
6981,19.08
6982,18.84
6983,18.84
6984,18.84
6985,19.04
6986,19.04
6987,18.94
6988,18.94
6989,18.97
6990,18.97
6991,18.97
6992,18.89
6993,18.89
6994,18.87
6995,18.87
6996,18.93
6997,18.93
6998,18.93
6999,18.85
7000,18.85
7001,18.96
7002,18.96
7003,18.81
7004,18.81
7005,18.82
7006,18.82
7007,18.94
7008,18.94
7009,18.94
7010,18.92
7011,18.92
7012,19.07
7013,19.07
7014,18.98
7015,18.98
7016,18.98
7017,18.89
7018,18.89
7019,18.91
7020,18.91
7021,18.91
7022,19.04
7023,19.04
7024,19.14
7025,19.14
7026,18.96
7027,18.96
7028,18.96
7029,18.97
7030,18.97
7031,18.94
7032,18.94
7033,18.94
7034,18.9
7035,18.9
7036,18.82
7037,18.82
7038,18.95
7039,18.95
7040,18.95
7041,18.92
7042,18.92
7043,18.91
7044,18.91
7045,18.95
7046,18.95
7047,18.95
7048,18.96
7049,18.96
7050,18.96
7051,18.86
7052,18.86
7053,18.78
7054,18.78
7055,18.93
7056,18.93
7057,18.92
7058,18.92
7059,18.92
7060,18.9
7061,18.9
7062,19.11
7063,19.11
7064,18.87
7065,18.87
7066,18.87
7067,19.04
7068,19.04
7069,18.94
7070,18.94
7071,18.89
7072,18.89
7073,18.89
7074,18.91
7075,18.91
7076,18.98
7077,18.98
7078,18.95
7079,18.95
7080,18.95
7081,18.93
7082,18.93
7083,18.89
7084,18.89
7085,19.08
7086,19.08
7087,18.97
7088,18.97
7089,18.97
7090,18.83
7091,18.83
7092,18.89
7093,18.89
7094,18.87
7095,18.87
7096,18.87
7097,18.93
7098,18.93
7099,18.84
7100,18.84
7101,18.88
7102,18.88
7103,18.88
7104,18.9
7105,18.9
7106,18.85
7107,18.85
7108,18.9
7109,18.9
7110,18.9
7111,18.88
